BugStationID,Latitude,Longitude,Year,Med_IBI_Score,Med_IBI_Threshold,Index_Nar,DistCat_Tt,Med_NOx_mgL,Med_TP_mgL,Med_TKN_mgL,Med_NO3_mgL,Med_TN_mgL,Med_NO2_mgL,Med_Chla_uncorr,Med_NH3_mgL,Med_PO4_mgL
15-EXT,42.984705,-71.038343,2015,50.4524811,59,Below_Threshold,Non-Ref,0.13,0.01635,0.2075,0.14,,0.004,,,
15-EXT,42.984705,-71.038343,2016,55.11849084,59,Below_Threshold,Non-Ref,0.16,0.0128,0.295,0.1,,0.004,,,
15-EXT,42.984705,-71.038343,2018,70.14559272,59,Above_Threshold,Non-Ref,0.111,0.0256,0.285,0.1,,0.002,,,
16-CCH,43.263844,-70.971317,2016,48.87746009,59,Below_Threshold,Non-Ref,0.28,0.0125,0.5,0.27,,0.004,0.85,0.05,
16-SGR,43.373083,-72.124994,2010,71.25783207,64.5,Above_Threshold,Non-Ref,0.23,0.027,0.37,0.23,,0.005,,,
18-TKR,43.193442,-71.576238,2017,53.66937566,60.7,Below_Threshold,Non-Ref,0.002,0.0275,0.6,0.003,,0.002,,,
1981-05,43.223941,-71.711825,2013,60.74682855,61.48,Below_Threshold,Non-Ref,0.068,0.0223,0.31,,,,,,
22-AMM,44.27163,-71.63163,2013,59.37438269,64.5,Below_Threshold,Non-Ref,0.096,0.0059,0.015,0.094,,0.004,,,
22-AMM,44.27163,-71.63163,2014,68.49138833,64.5,Above_Threshold,Non-Ref,0.14,0.00647,,0.084,0.26,0.004,,,
22-AMM,44.27163,-71.63163,2015,64.95355691,64.5,Above_Threshold,Non-Ref,0.098,0.006655,0.015,0.084,,0.004,,,
22-AMM,44.27163,-71.63163,2016,65.98359123,64.5,Above_Threshold,Non-Ref,0.11,0.00838,0.038,0.1,,0.004,,,
22-AMM,44.27163,-71.63163,2017,65.58235411,64.5,Above_Threshold,Non-Ref,0.0915,0.006455,0.08,0.08,,0.002,,,
22-AMM,44.27163,-71.63163,2018,71.31282711,64.5,Above_Threshold,Non-Ref,0.11,0.00557,0.08,0.11,,0.002,,,
22-CTC,43.025956,-71.928467,2010,60.47738522,63.73,Below_Threshold,Non-Ref,0.005,0.023,0.33,0.007,,0.005,,,
23-CCH,43.375948,-71.041305,2011,77.71032637,59.77,Above_Threshold,Non-Ref,0.12,0.02,0.3,0.12,,0.005,,,
25-PMI,44.046897,-71.685492,2015,67.28571683,68.09,Below_Threshold,Non-Ref,0.18,5.00E-04,0.015,0.21,,0.004,0.2,,
31-NMB,43.6297499,-71.22866066,2013,66.54519921,65.44,Above_Threshold,Non-Ref,,,,0.05,,,,,
31-NMB,43.6297499,-71.22866066,2016,74.79283634,65.44,Above_Threshold,Non-Ref,,,,0.05,,,,,0.002
31-NMB,43.6297499,-71.22866066,2017,76.14019308,65.44,Above_Threshold,Non-Ref,,,,0.183,,,,,
31-NMB,43.6297499,-71.22866066,2018,84.92656414,65.44,Above_Threshold,Non-Ref,,,,1,,,,,
97C-154,43.415351,-72.180365,2010,78.22056968,64.5,Above_Threshold,Non-Ref,0.055,0.013,0.29,0.0545,,0.005,,,
97C-155,43.362297,-72.22485,2010,70.21015881,64.5,Above_Threshold,Non-Ref,0.41,0.05,0.39,0.36,,0.005,,,
97C-156,43.589239,-72.078419,2008,60.47817455,64.5,Below_Threshold,Non-Ref,0.003,0.0099,0.31,,,,,,
98C-36,44.41191,-71.49783,2006,67.64470509,64.5,Above_Threshold,Ref,,0.014,,,,,,,
98S-60,43.786066,-71.207522,2008,75.37428483,68.1,Above_Threshold,Ref,0.003,4.00E-04,0.1,,,,,,
99C-35,43.5319,-72.1425,2008,56.5845846,68.25,Below_Threshold,Non-Ref,0.003,0.0076,0.27,,,,,,0.0047
99C-52,43.151889,-72.350117,2006,31.35051433,62.74,Below_Threshold,Non-Ref,0.1,0.012,,0.1,,,,,
99M-44,43.14529,-71.355229,2008,70.03558425,59.44,Above_Threshold,Non-Ref,0.003,0.017,0.415,,,,,,
CB-01,43.77418611,-71.79248056,2013,72.39801127,64.5,Above_Threshold,Ref,1,0.01,,,,,,0.5,
FW08NH057,43.818793,-71.195239,2009,55.02362931,65.5,Below_Threshold,Non-Ref,0.078,0.009,0.09,,,,,0.011,
FW08NH099,43.145146,-71.186063,2009,48.99271556,59,Below_Threshold,Ref,0.0675,0.031,0.4,,,,,,
FW08NH104,44.393192,-71.21993,2009,66.43341677,68.25,Below_Threshold,Non-Ref,0.071,0.0063,0.09,,,,,0.011,
FW08NH137,43.559497,-71.869015,2009,57.27501283,64.5,Below_Threshold,Non-Ref,0.003,0.025,0.41,,,,,0.011,
FW08NH140,42.948549,-72.431389,2009,68.10379516,61.75,Above_Threshold,Non-Ref,0.1005,0.015,0.09,,,,,,
FW08NH142,43.23822,-71.07663,2009,56.56148828,59,Below_Threshold,Non-Ref,0.005,0.026,0.25,,,,,,
FW08NH143,43.705617,-71.877744,2009,56.39781198,64.5,Below_Threshold,Ref,0.005,0.0197,0.28,,,,,0.011,
FW08NH147,43.732898,-71.365847,2009,75.37989564,66.44,Above_Threshold,Non-Ref,0.003,0.015,0.09,,,,,0.011,
FW08NH149,44.958779,-71.149287,2009,85.9813506,72,Above_Threshold,Ref,0.0945,0.0165,0.09,0.06,,0.004,,0.011,
FW08NH151,44.094891,-71.203852,2009,77.39517976,63.9,Above_Threshold,Ref,0.087,7.00E-04,0.09,,,,,0.011,
FW08NH154,43.309057,-70.913755,2009,46.65159468,59,Below_Threshold,Non-Ref,0.005,0.017,0.28,,,,,0.011,
FW08NH155,43.78643,-71.855296,2009,74.81364626,64.5,Above_Threshold,Non-Ref,0.004,0.01285,0.175,,,,,0.011,
FW08NH156,42.871713,-71.673396,2009,65.03125122,59,Above_Threshold,Non-Ref,0.005,0.023,0.09,,,,,,
FW08NH160,43.108655,-71.752157,2009,59.30350503,62.9,Below_Threshold,Non-Ref,0.003,0.015,0.09,,,,,,
FW08NH167,43.950318,-71.500649,2010,81.88950837,72,Above_Threshold,Ref,0.005,0.00538,0.07,0.007,,0.005,,,
FW08NH171,43.767881,-72.175775,2010,38.52206166,64.5,Below_Threshold,Ref,0.0785,0.018,0.19,0.0745,,0.0045,,,
FW08NH175,44.196911,-71.702122,2009,68.15461791,72,Below_Threshold,Non-Ref,0.11,0.005,0.09,,,,,0.011,
FW08NH179,43.693801,-71.835951,2010,66.55091572,64.5,Above_Threshold,Ref,0.0655,0.0105,0.07,0.0635,,0.0045,,,
FW08NH185,43.372966,-72.124968,2010,44.6289157,61.75,Below_Threshold,Non-Ref,0.005,0.03,0.47,0.007,,0.005,,,
FW08NH189,42.81013,-72.310243,2010,60.45347812,63.78,Below_Threshold,Non-Ref,0.099,0.0077,0.07,0.099,,0.005,,,
FW08NH191,43.809556,-71.480025,2010,57.18217894,68.25,Below_Threshold,Ref,0.005,0.0098,0.4,0.007,,0.005,,,
FW08NH192,43.396489,-72.360046,2010,63.64020399,61.75,Above_Threshold,Non-Ref,0.27,0.00605,0.07,0.32,,0.005,,,
FW08NH194,43.837224,-71.181629,2010,51.52639576,65.5,Below_Threshold,Non-Ref,0.005,7.00E-04,0.07,0.007,,0.005,,,
FW08NH196,43.530597,-72.34844,2010,62.09772354,63.07,Below_Threshold,Non-Ref,0.12,0.02,0.07,0.11,,0.005,,,
FW08NH197,45.271582,-71.294802,2009,86.54285062,72,Above_Threshold,Ref,0.06,0.021,0.45,0.008,,0.004,,0.011,
FW08NH199,44.251966,-71.628667,2010,83.51684557,68.25,Above_Threshold,Ref,0.005,0.032,0.39,0.007,,0.005,,,
FW08NH206,44.051124,-71.094635,2010,84.12389324,68.25,Above_Threshold,Ref,0.005,7.00E-04,0.07,0.007,,0.005,,,
FW08NH207,43.755425,-71.668149,2010,75.8317048,62.9,Above_Threshold,Not_Eval,0.16,0.021,0.29,0.15,,0.005,,,
FW08NH209,44.821844,-71.249024,2009,65.77912567,72,Below_Threshold,Ref,0.11,0.011,0.09,0.094,,0.004,,0.011,
FWO8NH145,44.26747163,-71.37715635,2009,78.05292811,72,Above_Threshold,Ref,0.0975,7.00E-04,0.09,,,,,0.011,
NH HEX 59.03,42.772161,-71.806116,2010,62.29543595,61.75,Above_Threshold,Non-Ref,0.082,0.018,0.35,0.081,,0.005,,,
NHLS-1046,43.127416,-71.954893,2014,76.7867606,64.5,Above_Threshold,Non-Ref,0.16,0.0171,0.31,,,,,,
NHLS-1047,45.106547,-71.396306,2015,64.17487163,64.5,Below_Threshold,Ref,0.1,0.00814,0.015,,,,,,
NHLS-1048,43.412142,-71.671741,2014,71.76651633,61.75,Above_Threshold,Non-Ref,0.071,0.0135,,,,,,,
NHLS-1049,42.793503,-71.470755,2015,27.48548132,59,Below_Threshold,Non-Ref,0.3,0.016,0.015,,,,,,
NHLS-1050,43.090671,-72.217937,2015,74.2643407,67.72,Above_Threshold,Ref,0.011,0.0221,1.1,,,,,,
NHLS-1051,43.494476,-71.026437,2015,58.29384439,61.14,Below_Threshold,Non-Ref,0.011,0.0122,0.69,,,,,,
NHLS-1054,42.954536,-71.708657,2015,62.10359929,60.32,Above_Threshold,Non-Ref,0.0485,0.01865,0.545,,,,,,
NHLS-1055,43.786406,-71.208664,2015,79.61492679,68.1,Above_Threshold,Ref,0.061,0.00533,0.015,,,,,,
NHLS-1056,44.10281,-71.56533,2015,59.46812523,65.25,Below_Threshold,Ref,0.15,5.00E-04,0.34,,,,,,
NHLS-1057,42.888941,-72.275978,2015,59.06020189,62.46,Below_Threshold,Non-Ref,0.21,0.0147,0.28,,,,,,
NHLS-1059,43.648519,-72.076229,2014,67.2123184,64.5,Above_Threshold,Non-Ref,0.092,0.0138,,,,,,,
NHLS-1062,43.115559,-71.237412,2016,52.37518896,59,Below_Threshold,Non-Ref,0.058,0.0386,1.6,,,,,,
NHSS-1076,44.34662719,-71.34180417,2016,72.00528277,72,Above_Threshold,Ref,0.13,0.001,0.038,,,,,,
NHSS-1079,43.957622,-72.045779,2015,65.06943151,65.62,Below_Threshold,Ref,0.011,0.0067,0.015,,,,,,
NHSS-1082,44.883601,-71.362127,2015,72.51854833,72,Above_Threshold,Non-Ref,0.16,0.00788,0.015,,,,,,
NHSS-1083,43.575664,-71.979565,2016,76.74942195,64.5,Above_Threshold,Ref,0.1165,0.01225,0.295,,,,,,
NHSS-1084,45.271734,-71.294682,2015,66.90976496,72,Below_Threshold,Ref,0.088,0.00887,0.32,,,,,,
NHSS-1085,43.476298,-72.151776,2015,74.05431259,64.5,Above_Threshold,Ref,0.011,0.0132,0.015,,,,,,
NHSS-1086,43.867742,-71.405594,2015,83.85862072,68.25,Above_Threshold,Ref,0.011,0.00873,0.015,,,,,,
NHSS-1088,44.238721,-71.48658,2016,81.98392502,72,Above_Threshold,Ref,0.099,0.00534,0.038,,,,,,
NHSS-1090,44.579641,-71.049372,2016,55.89483271,68.25,Below_Threshold,Ref,0.011,0.00643,0.038,,,,,,
NHSS-1092,44.076455,-71.025444,2016,78.35387569,65.94,Above_Threshold,Ref,0.011,0.012,0.038,,,,,,
NHSS-1095,43.29729,-71.544773,2015,49.39815351,61.31,Below_Threshold,Non-Ref,0.055,0.0606,1.6,,,,,,
NHSS-1096,43.039959,-72.456634,2015,35.89794058,64.5,Below_Threshold,Non-Ref,0.9,0.0214,0.015,,,,,,
NHSS-1097,43.986081,-71.890965,2014,87.28382283,67.58,Above_Threshold,Ref,0.13,5.00E-04,,,,,,,
NHSS-1101,43.503496,-71.910193,2015,75.2323345,64.5,Above_Threshold,Non-Ref,0.054,0.010005,0.525,,,,,,
NHSS-1102,44.147258,-71.792272,2016,68.60125818,68.25,Above_Threshold,Ref,0.011,0.00965,0.144,,,,,,
NHSS-1105,43.45269685,-72.04962693,2015,80.87176798,68.25,Above_Threshold,Non-Ref,0.011,0.00823,0.015,,,,,,
NHSS-1106,44.32411864,-71.55990225,2016,57.87580998,68.25,Below_Threshold,Non-Ref,0.5,0.00623,0.038,,,,,,
NHSS-1108,43.913558,-71.365166,2016,58.88066679,72,Below_Threshold,Ref,0.1,0.00539,0.038,,,,,,
SP01C-26.1,42.892025,-72.280162,2001,55.37080562,61.81,Below_Threshold,Non-Ref,0.14,0.016,0.3,,,,2.16,0.1,0.01
SP01C-26.2,42.891345,-72.280311,2001,33.81616972,61.81,Below_Threshold,Non-Ref,0.14,0.016,0.3,,,,2.16,0.1,0.01
SP01C-26.3,42.891345,-72.280311,2001,40.4645946,61.81,Below_Threshold,Non-Ref,0.14,0.016,0.3,,,,2.16,0.1,0.01
SP01C-26.4,42.88996,-72.282098,2001,45.71648671,61.75,Below_Threshold,Non-Ref,3.27,0.644,0.7,,,,2.89,0.1,0.638
SP03M-200,42.75411,-71.22095,2003,38.94842833,59,Below_Threshold,Non-Ref,,,,0.655,,,,,19
SP04C-205,43.696172,-71.98133,2009,76.78233418,66.75,Above_Threshold,Non-Ref,0.003,0.019,0.09,,,,,0.011,
SP04M-200,42.911222,-71.995887,2009,73.43273181,63.24,Above_Threshold,Non-Ref,0.003,0.015,0.31,,,,,,
SP04P-202,43.336514,-70.99683,2009,50.66172841,59.33,Below_Threshold,Non-Ref,0.12,0.039,0.09,,,,,0.011,
SWA-SOR170,42.847161,-71.676013,2010,68.72258922,59,Above_Threshold,Non-Ref,0.13,0.0235,0.295,0.12,,0.005,,,
